Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
35273,25,1,Professional,Tier_2,7055,2874,1052,4862,2312,1588,1590,2334,1476,2607,868,10,3513,6655,999,135,430,232,189,54,112,78
8633,59,4,Retired,Tier_1,2590,1238,251,1095,655,422,423,454,277,565,174,5,452,490,103,121,37,66,80,4,13,20
30968,24,2,Professional,Tier_3,4645,0,1307,4292,1610,1196,1088,2044,974,1991,562,6,1906,11260,338,149,71,230,283,12,65,143
9611,36,0,Student,Tier_2,1922,0,303,964,755,447,452,418,445,0,101,9,909,3803,113,220,66,29,79,13,0,16
43389,50,3,Retired,Tier_2,8678,4246,1133,5594,3461,1948,1908,1762,1883,3309,470,14,5894,8999,1325,774,499,426,137,26,26,78
14321,19,2,Student,Tier_2,2864,1664,348,1527,898,565,715,1122,602,1121,313,7,935,2581,392,112,41,66,276,29,29,44
20914,20,0,Self_Employed,Tier_3,3137,0,729,2738,1243,635,701,938,1010,0,491,7,1554,9292,560,70,126,93,254,45,0,73
37953,45,2,Retired,Tier_2,7591,0,1838,5218,2860,1155,784,1532,1324,2201,828,5,2037,12622,344,283,131,167,200,45,54,158
16170,31,1,Professional,Tier_2,3234,2094,525,1973,1229,731,376,1225,556,1064,481,8,1311,2681,123,333,170,51,203,14,12,26
28641,32,4,Self_Employed,Tier_2,5728,0,604,3831,2140,727,1218,2055,1419,1693,317,8,2321,8910,892,284,59,318,399,50,41,78
8936,38,2,Retired,Tier_3,1340,1695,252,1326,664,409,397,414,379,789,232,6,545,1040,253,195,33,58,67,16,14,61
49695,31,0,Student,Tier_1,14908,0,1483,7338,3500,1410,1531,2567,2159,0,1162,13,6364,13636,2035,937,313,390,469,9,0,156
123116,57,4,Self_Employed,Tier_1,36935,0,4750,14149,6282,5438,2889,9511,4871,10966,2667,23,24658,24658,2234,808,1053,836,1359,116,184,352
280049,35,1,Professional,Tier_2,56010,24947,12890,30856,18852,11521,11558,19954,9254,21888,2974,17,46581,59344,2621,5481,2683,2413,1331,372,761,504
32270,56,1,Professional,Tier_3,4840,1829,1579,4268,1884,1028,1260,2531,1155,3177,571,9,3016,8148,475,148,96,196,590,47,103,148
56360,37,3,Student,Tier_1,16908,0,1525,6994,3825,1245,1220,4210,2359,5577,945,10,5883,11552,2021,975,336,68,520,27,139,59
7219,18,4,Professional,Tier_1,2166,486,329,756,426,226,263,338,258,493,204,6,415,1272,171,74,58,71,23,6,23,56
99822,26,1,Retired,Tier_1,29946,0,2281,10504,5857,2431,2738,6609,4360,8316,1137,11,11415,25643,1252,1199,475,770,373,82,272,66
55823,26,2,Self_Employed,Tier_2,11165,0,2060,6425,3225,1746,1311,4375,2221,2792,1092,10,5676,19411,425,728,327,185,526,87,120,267
20370,60,1,Retired,Tier_1,6111,0,619,3054,1248,520,518,964,636,1818,231,9,1754,4650,631,157,49,59,281,10,19,12
80716,55,1,Professional,Tier_3,12107,0,1909,9432,4932,4004,2122,3588,3993,6908,2164,12,9540,29557,2245,1013,407,520,454,173,19,206
24474,56,1,Student,Tier_1,7342,1413,632,2554,1858,1096,607,1540,1126,1487,340,9,2136,4478,292,548,131,145,347,28,15,51
20796,46,3,Retired,Tier_2,4159,0,584,2445,1293,948,530,1630,845,1196,544,10,1992,6623,244,181,192,60,317,41,8,141
43880,32,0,Professional,Tier_1,13164,7158,1822,4860,2673,1746,1586,2741,1781,0,756,14,5592,5592,1396,221,255,99,565,80,0,173
12814,37,1,Student,Tier_2,2563,0,637,1509,738,377,274,736,486,1019,158,9,1208,4316,262,121,22,39,113,12,35,14
67931,55,0,Retired,Tier_2,13586,0,1424,8526,4512,2360,1966,3688,2140,0,1436,12,8101,28294,2520,1212,397,102,189,52,0,417
12889,58,4,Professional,Tier_2,2578,0,567,1891,783,624,300,962,482,1136,375,10,1262,3192,428,124,72,88,106,20,25,42
12951,47,0,Student,Tier_2,2590,0,458,1314,1028,528,501,754,610,0,222,9,1160,4947,214,282,153,68,124,5,0,15
14490,64,4,Student,Tier_3,2173,0,340,1992,929,711,702,720,714,998,308,7,1076,4903,333,49,72,62,107,2,30,70
55081,43,3,Retired,Tier_2,11016,10859,1485,5552,2760,1987,1175,3157,1843,3039,881,10,5615,11326,639,536,569,346,406,82,9,183
18316,23,4,Retired,Tier_3,2747,1136,600,1927,1109,377,858,993,629,1763,293,9,1564,5883,365,199,94,204,220,8,1,36
10204,56,4,Professional,Tier_1,3061,0,426,1231,568,329,438,576,458,969,244,9,941,1903,293,121,98,39,48,10,25,20
18479,34,2,Self_Employed,Tier_2,3696,0,503,2633,1119,749,671,827,670,1254,348,5,977,6009,471,74,53,64,132,7,29,47
29241,23,3,Retired,Tier_1,8772,2710,1146,3755,1685,1379,1418,1821,1269,2363,352,7,2010,2570,559,409,109,411,273,32,93,41
11663,45,1,Retired,Tier_1,3499,2077,329,1542,661,536,310,721,492,1165,240,7,92,92,136,146,158,60,181,12,23,21
11940,26,3,Student,Tier_2,2388,0,534,1223,668,452,255,855,442,744,191,10,1181,4188,287,157,131,72,53,11,2,42
162428,44,2,Professional,Tier_3,24364,29988,4738,23002,12584,7020,7068,6512,5295,8832,4631,20,28394,28394,6794,886,603,745,1148,257,203,892
15071,52,4,Self_Employed,Tier_2,3014,0,673,1755,768,588,357,622,503,1296,263,9,1337,5230,297,181,46,48,171,21,56,75
23168,63,3,Self_Employed,Tier_2,4634,0,687,2513,1704,936,1042,1620,1063,1523,311,9,2164,7135,753,380,145,300,108,23,73,74
22363,23,2,Retired,Tier_3,3354,0,815,2285,1199,791,1063,1218,802,2017,390,6,1391,8429,519,241,145,117,158,0,76,103
21415,21,1,Self_Employed,Tier_2,4283,1766,936,3067,1101,611,588,932,978,1517,438,10,2069,5199,286,327,97,85,109,19,21,118
49317,33,4,Self_Employed,Tier_1,14795,9264,1129,5948,2976,2248,2263,3400,1872,3303,1018,14,1101,1101,1767,505,576,192,982,58,46,147
64053,40,3,Student,Tier_2,12811,8755,1603,8844,4450,2275,2306,4806,2545,4645,1649,15,9363,9363,1939,293,311,506,1084,26,90,146
23487,40,3,Student,Tier_1,7046,4680,1144,2978,1871,655,715,1407,933,1784,595,10,0,-321,568,440,179,71,174,31,36,31
11156,46,4,Student,Tier_2,2231,595,284,1436,646,417,317,618,484,677,331,8,911,3120,129,122,124,61,38,12,9,62
83159,58,3,Retired,Tier_1,24948,0,3901,12316,4805,3608,3622,3823,3801,6084,2072,11,9392,14180,2388,1418,544,997,363,135,141,121
27797,21,4,Self_Employed,Tier_1,8339,0,985,3706,1514,815,1108,1275,933,2428,567,5,1480,6126,256,327,206,63,381,29,63,153
119756,57,2,Student,Tier_2,23951,0,2785,15519,8928,4520,5425,7965,3649,11763,2113,20,24419,33138,3924,1100,914,1371,790,53,42,183
4977,57,4,Professional,Tier_3,746,836,171,636,368,204,191,266,217,484,102,8,408,756,133,69,48,18,27,2,9,24
35076,41,1,Self_Employed,Tier_1,10523,0,1291,4450,2244,1318,1077,2693,1136,2360,582,9,2985,7402,820,212,370,146,371,37,85,144
139224,23,4,Professional,Tier_2,27845,8116,3430,20631,8395,6760,4292,5885,4408,10644,2095,18,24395,36726,2920,1974,816,1174,981,156,447,203
22614,57,3,Self_Employed,Tier_2,4523,0,971,2651,1281,853,1071,956,958,2244,315,10,2219,6792,364,203,238,141,184,36,87,49
25048,23,4,Professional,Tier_3,3757,0,589,2545,1597,942,1003,1983,1080,1291,701,6,1565,9560,288,449,216,217,376,37,54,54
38001,31,4,Professional,Tier_2,7600,0,878,4000,2822,1553,1720,2970,1473,2592,1010,8,3093,11381,612,586,162,490,650,55,15,228
19186,31,4,Retired,Tier_3,2878,3073,714,2681,1359,480,822,904,686,1346,241,8,1597,4002,145,266,122,141,214,12,50,62
23372,62,1,Professional,Tier_1,7012,0,1052,3414,1515,721,610,1740,728,1970,260,7,1729,4349,709,294,59,63,412,14,76,39
22896,64,1,Student,Tier_3,3434,4387,880,2370,1513,916,770,1723,822,1977,365,5,1155,3737,709,178,117,186,160,10,88,103
18161,52,3,Student,Tier_3,2724,0,389,1902,1219,519,409,1398,704,1769,516,9,1544,6613,184,279,42,76,302,25,77,50
80181,23,3,Self_Employed,Tier_3,12027,7939,2656,8406,5842,2906,3616,3701,2515,7646,819,10,8261,22108,2473,1595,494,344,327,89,130,211
43383,40,4,Student,Tier_3,6507,0,1807,4725,2320,1618,1596,1821,1983,3162,824,12,5383,17020,1135,171,463,103,334,25,113,228
36661,37,0,Retired,Tier_3,5499,0,1023,3889,2404,1463,1737,1594,1307,0,821,9,3152,16924,541,184,409,457,369,40,0,207
57286,34,2,Student,Tier_3,8593,0,2343,6793,3241,1966,1435,4379,2255,4925,1225,14,8007,20131,913,295,437,424,223,109,23,255
24281,37,4,Retired,Tier_3,3642,2448,773,2917,1875,694,1158,1745,779,1720,269,6,1534,6262,219,205,126,194,335,1,39,66
16149,23,2,Student,Tier_2,3230,0,791,2037,1252,791,753,890,800,947,197,9,1465,4461,172,146,181,211,156,7,38,37
18525,57,1,Retired,Tier_3,2779,1591,640,2582,1035,741,460,1380,810,1328,517,5,943,4664,335,175,219,46,193,11,40,104
30043,45,3,Self_Employed,Tier_2,6009,3446,1367,3880,2288,762,1288,2297,914,1638,620,10,2918,5534,232,309,39,150,294,17,63,53
12856,30,0,Self_Employed,Tier_2,2571,0,392,1342,926,405,439,779,511,0,385,9,1201,5106,124,68,66,55,119,3,0,39
20105,46,3,Student,Tier_2,4021,2431,848,2821,1310,685,561,974,763,1104,244,7,1420,4342,297,387,39,112,213,11,26,38
19852,62,1,Self_Employed,Tier_3,2978,2695,591,2727,1431,789,946,1556,628,1190,578,9,1695,3742,403,74,65,232,360,27,58,126
164160,37,4,Self_Employed,Tier_2,32832,0,4685,22710,8578,6934,7202,7470,7198,12737,4671,19,31614,49143,6003,2485,351,515,963,239,629,920
3261,34,1,Self_Employed,Tier_1,978,500,82,420,254,161,81,228,106,208,80,7,162,162,105,61,36,6,22,5,5,18
25985,52,0,Student,Tier_2,5197,0,1019,3144,1770,718,1261,1775,1041,0,338,5,1369,9721,766,525,162,129,308,35,0,35
119313,62,4,Retired,Tier_1,35794,17023,4100,12947,6033,4708,4276,4899,5376,7881,3516,19,12761,12761,1755,1535,471,221,1457,136,130,394
33072,56,4,Student,Tier_2,6614,0,1019,4875,2033,879,1205,2160,1482,2145,452,8,2777,10206,789,341,239,295,539,16,17,27
54813,54,0,Professional,Tier_3,8222,3554,1187,7863,3417,1547,2197,3905,1830,0,1373,15,8008,19717,1417,244,237,653,1133,69,0,399
32494,60,3,Retired,Tier_3,4874,0,1293,3654,2478,708,1060,1553,1387,1958,681,6,1888,12847,645,731,40,280,405,67,79,110
17590,40,4,Professional,Tier_3,2639,0,714,2042,1263,814,547,1161,735,1092,515,10,1745,6068,511,280,153,90,111,9,5,122
4991,35,3,Professional,Tier_2,998,0,148,515,262,243,214,220,217,349,95,9,433,1731,145,69,14,26,64,2,10,18
35359,53,2,Self_Employed,Tier_1,10608,0,1407,4854,1793,1478,1228,2419,1470,3302,907,7,2543,5894,733,236,246,293,521,15,160,197
16131,37,0,Retired,Tier_2,3226,0,749,2144,824,551,602,1278,702,0,477,6,1044,5577,144,240,95,105,87,14,0,63
15815,24,2,Retired,Tier_2,3163,2290,481,2204,806,643,486,1109,501,1173,351,8,1282,2606,471,131,44,75,198,8,2,87
20126,53,4,Professional,Tier_2,4025,0,837,2117,1203,947,760,970,942,1812,267,6,1260,6245,377,308,248,134,256,34,59,67
121157,59,0,Professional,Tier_2,24231,0,5496,12775,6986,5666,4822,7763,4161,0,2326,23,27802,46930,2484,1353,821,802,844,18,0,249
205422,18,4,Self_Employed,Tier_3,30813,16209,6806,29281,15205,5080,5645,12726,8112,11267,4538,21,42964,59739,8359,1280,1318,1444,2596,53,245,295
35693,54,0,Self_Employed,Tier_2,7139,0,879,4796,2520,1514,1701,1596,1688,0,1042,9,3249,12818,434,250,141,440,200,15,0,91
20684,52,3,Student,Tier_2,4137,2693,438,2379,1132,483,731,1323,741,1781,360,6,1302,4486,166,305,90,180,97,13,88,104
11698,58,1,Retired,Tier_2,2340,1616,494,1431,788,545,364,726,524,1013,180,8,961,1678,265,116,45,57,99,9,34,23
43642,20,1,Professional,Tier_2,8728,0,1557,5278,3414,1852,1785,1947,1600,3277,1147,12,5355,13055,1326,979,111,104,447,8,48,157
124901,52,0,Student,Tier_1,37470,0,3157,15511,8465,4417,6018,6521,5260,0,3393,17,20653,34688,1013,1641,797,738,1481,240,0,866
24614,46,2,Self_Employed,Tier_3,3692,0,501,2924,1567,931,895,1801,1045,2370,247,5,1339,8641,163,135,141,139,152,46,88,61
4473,26,0,Professional,Tier_2,895,0,147,661,332,179,134,319,141,0,61,6,282,1605,42,74,47,32,76,6,0,14
51277,54,3,Retired,Tier_2,10255,5919,1686,6023,3848,1131,2046,2137,2177,4086,1525,15,7497,10443,378,667,186,294,112,13,16,134
65991,59,2,Professional,Tier_2,13198,7435,3245,7883,4053,2634,3144,3853,2334,6424,927,14,9282,10860,1368,368,233,809,845,80,312,143
8436,64,0,Professional,Tier_2,1687,0,204,1201,467,178,214,659,402,0,141,5,435,3281,85,40,49,19,152,14,0,14
34549,42,0,Student,Tier_1,10365,0,884,3472,2581,1100,1245,2415,1658,0,747,9,3027,10083,756,748,157,65,243,28,0,154
43042,29,4,Professional,Tier_3,6456,4898,2092,5986,3154,1154,1147,1935,1898,3877,543,10,4414,9902,893,677,200,309,470,2,9,74
28296,55,3,Student,Tier_3,4244,2412,645,3160,1995,672,1018,2130,1320,1565,504,8,2324,8630,447,485,63,126,551,32,26,90
15936,24,3,Student,Tier_3,2390,2717,709,2061,1013,345,690,695,548,1076,222,5,798,3469,608,246,86,205,113,5,43,28
67623,24,1,Self_Employed,Tier_2,13525,8308,3034,7644,3727,1414,2982,3929,2302,3382,1058,11,7447,16318,2195,383,178,383,949,79,6,270
21726,21,4,Professional,Tier_2,4345,0,578,3120,1593,554,458,1552,916,1633,327,7,1413,6651,345,389,78,71,347,34,57,26
9144,62,2,Student,Tier_2,1829,1150,282,1337,515,281,265,514,278,679,183,10,891,1830,241,51,75,62,130,13,21,29
5822,64,1,Professional,Tier_2,1164,452,276,635,336,159,152,344,265,510,102,8,484,1426,72,42,32,30,19,6,23,27
82259,48,3,Retired,Tier_2,16452,0,3218,11859,4516,2377,2359,5634,3175,5549,997,14,11428,26124,2180,1264,237,426,704,0,257,197
49133,56,0,Professional,Tier_2,9827,5961,2221,5243,3757,1664,1665,2306,1976,0,666,13,6441,13847,682,265,471,426,305,57,0,97
32187,27,4,Self_Employed,Tier_1,9656,0,1436,3926,2080,906,712,2280,1324,1860,461,7,2219,7546,1091,266,70,86,295,33,44,58
21094,40,3,Student,Tier_2,4219,2438,748,2129,1131,809,733,1281,912,1744,392,9,1850,4556,435,273,164,109,125,38,73,28
19648,43,3,Student,Tier_2,3930,2203,431,2350,1433,515,825,1068,643,1946,527,6,1129,3778,597,328,107,65,206,30,78,71
12687,40,4,Retired,Tier_3,1903,1483,459,1321,844,340,443,552,434,1237,340,6,701,3330,125,177,95,22,114,3,61,92
21243,46,3,Self_Employed,Tier_3,3186,1846,443,2823,1546,587,840,1263,773,1457,503,7,1559,5976,168,142,49,244,265,33,61,74
5502,25,1,Student,Tier_3,825,0,164,735,385,265,238,438,258,342,152,6,312,1700,50,101,18,50,121,4,6,11
16649,36,4,Retired,Tier_1,4995,2818,397,1763,1215,667,798,929,596,1232,458,7,781,781,169,105,141,69,227,7,54,97
23393,46,3,Student,Tier_2,4679,1855,763,3277,1263,694,1059,1467,1163,1435,504,10,2237,5235,647,151,129,301,102,35,67,54
48867,60,3,Student,Tier_2,9773,0,1113,5424,2650,2052,2222,3036,1809,3242,1407,10,4905,16138,1398,189,337,132,840,43,87,191
29057,23,4,Self_Employed,Tier_2,5811,0,931,3341,1891,1308,853,1879,942,1502,295,5,1461,10303,412,509,375,88,440,41,57,38
56664,46,0,Retired,Tier_1,16999,0,1191,5984,4172,2706,1740,2270,1849,0,1116,13,7561,18636,1614,350,530,445,512,52,0,171
88279,41,2,Student,Tier_1,26484,0,2606,12515,6175,1972,2525,4348,4210,7248,2026,14,12718,18170,2115,673,368,158,1270,194,257,137
69947,27,4,Professional,Tier_1,20984,9156,2233,8736,5161,3161,3192,4784,2715,3843,1747,12,4234,4234,2014,999,890,658,902,6,94,203
43711,31,0,Retired,Tier_2,8742,0,1156,6239,2661,1978,1380,2817,1668,0,754,14,6091,16315,595,226,136,152,228,62,0,64
30286,23,3,Self_Employed,Tier_2,6057,0,1478,3673,1545,1350,613,1413,1441,2697,511,8,2474,9508,1090,87,242,37,196,1,109,137
13689,21,1,Self_Employed,Tier_2,2738,0,393,1637,731,481,312,678,541,1002,317,7,969,4858,94,186,135,87,68,11,30,95
54226,32,3,Self_Employed,Tier_2,10845,5334,2077,6668,3184,2548,1290,3316,2448,4668,1580,14,7514,10267,643,491,499,381,244,57,71,319
115007,54,3,Student,Tier_2,23001,0,3263,14295,8925,4565,2502,7444,4361,10389,2538,20,23070,33723,2730,2025,600,688,535,93,322,643
39444,56,0,Self_Employed,Tier_2,7889,6226,1731,4701,2841,1253,1483,1929,1878,0,1158,10,3769,8355,687,849,107,304,427,28,0,297
139074,45,4,Retired,Tier_1,41722,21373,5640,17120,9466,4311,3115,5980,6859,9445,3205,20,10839,10839,1243,1954,553,813,1230,322,162,540
8853,19,2,Student,Tier_1,2656,1370,386,1098,682,380,350,656,428,598,129,9,119,119,130,158,57,69,157,3,9,19
11916,30,2,Professional,Tier_2,2383,2178,297,1782,597,542,328,551,384,973,352,6,710,1550,305,65,141,93,47,5,28,91
59463,19,4,Self_Employed,Tier_1,17839,9937,1816,7821,3901,1589,2575,2696,2494,3524,1164,15,4109,4109,881,682,294,766,613,112,106,290
37063,58,4,Self_Employed,Tier_2,7413,0,966,5292,2634,1668,1427,2483,1397,3560,586,8,2916,9637,1136,779,396,214,617,27,176,83
85818,49,1,Self_Employed,Tier_1,25745,8534,3532,10678,4361,3425,4033,4430,3293,7640,2403,14,7742,7742,1017,748,383,546,979,117,349,175
29631,22,4,Professional,Tier_1,8889,0,1196,3831,2126,1205,1005,1303,920,1998,729,6,1909,6429,234,625,315,299,297,9,51,173
14982,20,1,Student,Tier_1,4494,0,738,1523,1045,307,476,1160,738,893,388,8,1202,3219,293,276,21,89,163,9,40,80
25288,19,4,Self_Employed,Tier_1,7586,2757,1190,2890,1727,1045,755,1193,1109,2091,514,7,1658,2429,146,340,166,210,355,20,99,61
8803,31,1,Professional,Tier_2,1761,0,423,1233,694,212,224,586,435,441,88,9,828,2705,231,171,29,22,57,6,2,17
12162,57,4,Student,Tier_2,2432,0,455,1422,674,397,365,714,381,630,270,9,1145,4422,96,159,95,102,43,5,13,43
65310,61,4,Retired,Tier_2,13062,0,1597,8898,5170,2983,1323,2823,3186,4155,1546,12,7699,20569,1835,821,700,354,419,21,46,150
60306,46,2,Self_Employed,Tier_2,12061,0,2894,6118,4677,2078,2856,2947,2401,5076,1411,14,8282,17786,411,1342,162,247,366,26,119,198
40109,55,3,Student,Tier_2,8022,7224,1853,5130,2969,1793,1974,2460,1662,3007,1105,15,2911,2911,387,544,207,538,500,34,131,215
7571,23,3,Self_Employed,Tier_2,1514,1314,245,1131,587,358,356,369,305,518,135,10,736,736,318,92,62,63,66,0,26,7
22522,51,1,Professional,Tier_3,3378,4238,824,3056,1778,1118,498,1276,925,1687,651,5,1162,3092,446,188,272,36,77,38,49,194
11259,25,0,Student,Tier_1,3378,1979,258,1520,750,541,273,597,539,0,129,7,753,1296,200,38,49,57,114,11,0,7
76894,63,2,Professional,Tier_1,23068,5336,2392,9544,4814,3606,3446,5601,3201,4589,1267,11,8284,10029,1596,1324,839,544,1082,134,164,220
18807,19,4,Self_Employed,Tier_3,2821,1872,830,2146,1115,635,657,1423,927,1249,212,9,1702,4920,167,305,174,51,97,29,1,29
12586,43,2,Retired,Tier_2,2517,0,621,1519,714,559,274,731,593,811,208,8,1000,4038,352,89,67,78,155,25,14,34
30724,34,0,Professional,Tier_3,4609,0,1061,3863,2002,1153,914,2102,1338,0,615,9,2831,13066,423,215,156,144,338,49,0,57
17977,41,2,Student,Tier_2,3595,1688,512,2440,1320,638,556,881,732,1057,485,6,1116,4072,488,204,54,91,208,8,47,40
98317,48,0,Student,Tier_1,29495,10505,4250,10635,6027,2741,3859,5797,3090,0,1296,14,14046,20622,1324,1484,291,543,1338,97,0,318
16666,33,0,Self_Employed,Tier_2,3333,1564,761,1974,1245,347,365,777,777,0,305,6,1007,5218,534,185,37,108,89,5,0,47
9794,38,0,Student,Tier_2,1959,1643,383,1399,636,483,461,533,311,0,171,7,719,1815,256,45,95,105,79,10,0,10
5359,55,0,Self_Employed,Tier_2,1072,831,185,538,307,169,121,231,165,0,59,6,316,1681,36,89,18,24,50,7,0,7
29270,43,0,Professional,Tier_2,5854,0,1370,4129,2003,1131,919,1748,1182,0,611,5,1487,10323,1064,477,102,186,394,53,0,46
19138,34,4,Retired,Tier_3,2871,0,771,1965,1493,676,405,1004,890,1341,439,8,1600,7282,498,184,102,30,195,1,60,29
9565,63,2,Professional,Tier_2,1913,763,192,1328,526,405,362,418,287,494,110,7,714,2767,374,61,41,71,111,3,18,8
77679,59,3,Professional,Tier_2,15536,0,3818,11613,5068,2109,3647,5612,3728,5130,813,14,10979,20605,3388,294,138,644,1583,72,228,233
51162,21,3,Self_Employed,Tier_2,10232,0,2119,7026,2666,1378,2368,3603,1590,3973,896,13,6580,15312,1650,218,118,706,272,36,139,111
29330,60,4,Retired,Tier_1,8799,0,1011,3716,2142,1006,988,2032,1240,2648,373,6,1745,5373,363,370,168,57,301,36,2,86
89359,21,1,Professional,Tier_2,17872,6878,1828,9524,6817,1848,2363,6977,3478,7217,2399,11,10032,22158,1463,1215,299,168,811,120,58,521
50969,36,0,Self_Employed,Tier_3,7645,4215,1089,5244,2830,2084,1333,3697,2027,0,1372,11,5782,19434,501,215,600,373,427,84,0,357
15532,55,2,Professional,Tier_2,3106,0,762,1866,842,694,375,1027,652,841,310,7,1034,5056,212,85,47,101,126,3,2,26
13063,42,0,Professional,Tier_2,2613,0,573,1575,666,561,478,639,583,0,219,9,1217,5155,198,192,123,79,185,3,0,63
57719,25,0,Student,Tier_2,11544,0,1322,6450,4152,2808,1506,2488,2441,0,1583,13,7730,23424,1615,281,500,275,432,120,0,320
41194,35,3,Professional,Tier_2,8239,0,1748,4944,2112,1324,1400,1668,1475,3808,738,15,5994,13739,1155,214,329,349,447,13,59,63
34364,35,0,Retired,Tier_2,6873,3337,865,3934,2719,842,1690,1493,1439,0,472,9,3132,10700,732,226,152,231,352,54,0,47
15241,24,2,Professional,Tier_1,4572,0,482,1567,873,724,366,613,757,1485,456,6,900,3345,286,48,70,76,96,2,25,48
48791,34,2,Self_Employed,Tier_1,14637,7436,1717,5973,3311,1512,1466,2121,1917,2564,597,14,5540,5540,1057,456,107,109,344,43,97,47
16392,20,3,Student,Tier_2,3278,1727,772,2036,1144,754,709,1029,513,1466,464,9,1492,2499,396,132,86,107,82,25,57,63
27650,39,4,Self_Employed,Tier_2,5530,0,596,3734,1513,1022,881,1178,1371,2412,418,8,2120,8994,805,158,91,204,195,57,21,87
95464,32,3,Retired,Tier_2,19093,10848,2294,12174,5219,3871,3527,5053,3083,8848,1485,12,11893,19969,1914,636,851,416,1321,56,146,128
17682,48,3,Professional,Tier_2,3536,996,763,2567,892,763,371,1331,559,1162,178,9,1664,4564,452,67,217,39,239,8,43,40
8523,53,0,Professional,Tier_1,2557,0,425,1002,619,290,197,666,272,0,109,7,621,2387,65,96,46,39,140,13,0,23
12925,43,1,Student,Tier_1,3877,0,560,1436,696,419,470,885,562,1001,201,8,1096,2818,380,92,89,116,124,3,29,51
66462,31,4,Professional,Tier_3,9969,0,2880,6873,3926,2737,1458,4751,2057,5642,1716,13,8838,24455,1863,636,477,242,971,97,137,386
36781,34,4,Self_Employed,Tier_3,5517,0,1320,4389,2406,945,1692,2360,1770,2375,686,9,3175,13319,504,633,80,472,291,77,16,62
27061,26,4,Self_Employed,Tier_3,4059,0,821,2776,1973,1151,1227,2095,1276,1364,450,6,1716,9869,270,317,99,355,380,47,50,128
19964,24,0,Student,Tier_1,5989,0,484,2478,1161,784,400,1254,752,0,501,8,1627,6160,591,262,153,37,319,14,0,126
44234,63,3,Professional,Tier_1,13270,5397,1127,6401,3207,1638,970,3020,1776,4101,1100,14,2225,2225,1019,454,240,150,839,3,110,96
15209,44,0,Student,Tier_2,3042,0,506,1929,931,696,662,895,598,0,257,6,838,5693,465,93,82,89,68,14,0,47
38311,45,2,Retired,Tier_3,5747,4453,1874,5087,2678,1721,1569,1848,1175,3768,1101,8,2938,7290,1411,441,309,312,102,11,149,293
16713,29,1,Professional,Tier_1,5014,2549,639,2407,1042,509,377,1146,704,1654,178,7,495,495,186,112,32,39,87,23,17,31
14630,34,1,Professional,Tier_3,2194,1174,673,1561,1119,438,384,723,548,905,289,6,832,4621,365,275,120,115,164,25,6,64
